,ID,processed_question_locution,question_type,processed_preceding_locution,processed_response_locutions,response_length,response_loc_count,WordperLoc,EMperLoc,DefIllperLoc,MAperLoc,RAperLoc,CAperLoc,question_speaker,preceding_speaker,response_speaker,same_speaker_pq,same_speaker_rq,question_speaker_role,preceding_speaker_role,response_speaker_role
816,21382_1,Who cares if it was a different variant,Rhetorical Questioning,Coronavirus is a concern full stop,"[""hopefully you'll remember me from 6 January episode "", 'I shared a very personal story about this lady next to me ', 'my mum who passed away from COVID ', ""We're not learning "", 'How many months on are we now ', 'All the variants are here ', 'The variants are affecting people ', 'There will be more variants that are coming ', 'We had the opportunity to make the right decisions back then ', 'six days before saying the Indian variant was a variant of concern ', 'How many more lives are going to be lost to this because of these decisions that are being made ', 'We are just going to keep going full circle ', 'More people are going to lose their loved ones ', ""I've already lost my mum "", ""I don't want to lose anybody else "", ""I don't want any of you to lose anybody else because of the bad decisions being made "", 'Close the borders ', 'Get this country vaccinated ', ""then let's recover "", 'We have a brilliant country ', ""Let's promote those staycations "", ""let's keep ourselves safe""]",212,22,9.636363636363637,0.0,0.0454545454545454,0.3181818181818182,0.0909090909090909,0.0,Will Unknown,Will Unknown,Chris Unknown,2,1,3,3,3
817,21382_2,It should just not have happened,Assertive Questioning,Who cares if it was a different variant,"[""hopefully you'll remember me from 6 January episode "", 'I shared a very personal story about this lady next to me ', 'my mum who passed away from COVID ', ""We're not learning "", 'How many months on are we now ', 'All the variants are here ', 'The variants are affecting people ', 'There will be more variants that are coming ', 'We had the opportunity to make the right decisions back then ', 'six days before saying the Indian variant was a variant of concern ', 'How many more lives are going to be lost to this because of these decisions that are being made ', 'We are just going to keep going full circle ', 'More people are going to lose their loved ones ', ""I've already lost my mum "", ""I don't want to lose anybody else "", ""I don't want any of you to lose anybody else because of the bad decisions being made "", 'Close the borders ', 'Get this country vaccinated ', ""then let's recover "", 'We have a brilliant country ', ""Let's promote those staycations "", ""let's keep ourselves safe""]",212,22,9.636363636363637,0.0,0.0454545454545454,0.3181818181818182,0.0909090909090909,0.0,Will Unknown,Will Unknown,Chris Unknown,2,1,3,3,3
818,21382_3,How many months on are we now,Rhetorical Questioning,We're not learning,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Unknown,Chris Unknown,,2,0,3,3,0
819,21382_4,How many more lives are going to be lost to this because of these decisions that are being made,Pure Questioning,six days before saying the Indian variant was a variant of concern,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Unknown,Chris Unknown,,2,0,3,3,0
820,21388_1,do you mean bring it back into public ownership,Pure Questioning,When you say bring it back,"['yes ', ""I'm a great fan of privatisation "", ""I just don't think it works on the railways""]",21,3,7.0,0.0,0.0,0.6666666666666666,0.0,0.0,Fiona Bruce,Fiona Bruce,Charlie Unknown,2,1,1,1,3
821,21389_1,"What worries me is that with that single point of contact is this then the innovation that has had more people on trains than in any other time in the last century with the innovation, the creativity, will that all be lost because ministers, because government, because Whitehall run the trains",Pure Questioning,listening to the inputs that have been received,"[""So you're seeing that potentially as the dead hand of the state are you""]",15,1,15.0,0.0,0.0,0.0,0.0,0.0,Harriet Green,Harriet Green,Fiona Bruce,2,1,2,2,1
822,21389_2,So you're seeing that potentially as the dead hand of the state are you,Assertive Questioning,"What worries me is that with that single point of contact is this then the innovation that has had more people on trains than in any other time in the last century with the innovation, the creativity, will that all be lost because ministers, because government, because Whitehall run the trains",['Yeah'],1,1,1.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Harriet Green,Harriet Green,1,1,1,2,2
823,21389_3,what is Labour's policy then,Pure Questioning,"no, that isn't my view",['I believe in a publically owned railway'],21,1,21.0,1.0,0.0,0.0,0.0,0.0,Fiona Bruce,Nick Thomas-Symonds,Nick Thomas-Symonds,1,1,1,2,2
824,21390_1,Is that a concern,Pure Questioning,"such as Brazil, other countries in South America, for example","['I would certainly, whether I was in politics or outside of politics, feel a lot happier that it is our accountable politicians, Liz Truss, negotiating these deals on our behalf versus what deals we would have to live with ', 'our farmers have to live with which is being negotiated by a group of commissioners that represent 27 countries in Europe ', 'having this debate here today, is a good thing']",84,3,28.0,0.0,0.0,0.0,0.3333333333333333,0.0,Fiona Bruce,Fiona Bruce,Nadhim Zahawi,2,1,1,1,2
825,21391_2,"Do we do this thing, do we do that thing",Rhetorical Questioning,"All these numbers, are we really talking about the right thing",[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Richard Unknown,Richard Unknown,,2,0,3,3,0
826,21393_1,Is Great British Railways just another headline grabbing gimmick,Pure Questioning,,"['this is the announcement today by the government that Network Rail is effectively going to be subsumed over a period of time into Great British Railways ', 'which will also take charge, not only just of the infrastructure of the railways, but also of ticketing and timetables, certainly in England and Wales ', 'Going to be slightly different in Scotland ', 'Harriet, another gimmick ', 'Is this going to make much of a difference']",71,5,14.2,0.0,0.0,0.4,0.0,0.0,Fatima Bhula,,Fiona Bruce,0,1,3,0,1
827,21393_2,will it actually make rail travel cheaper and more efficient,Pure Questioning,Is Great British Railways just another headline grabbing gimmick,"['this is the announcement today by the government that Network Rail is effectively going to be subsumed over a period of time into Great British Railways ', 'which will also take charge, not only just of the infrastructure of the railways, but also of ticketing and timetables, certainly in England and Wales ', 'Going to be slightly different in Scotland ', 'Harriet, another gimmick ', 'Is this going to make much of a difference']",71,5,14.2,0.0,0.0,0.4,0.0,0.0,Fatima Bhula,Fatima Bhula,Fiona Bruce,2,1,3,3,1
828,21393_3,"Harriet, another gimmick",Pure Questioning,Going to be slightly different in Scotland,"[""firstly it appears from what's been shared that the commuters were really listened to "", ""it's always good when people are actually using the service are consulted "", ""it seemed a very intensive set of what are the issues we're dealing with""]",49,3,16.333333333333332,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,Fiona Bruce,Fiona Bruce,Harriet Green,2,1,1,1,2
829,21393_4,Is this going to make much of a difference,Pure Questioning,"Harriet, another gimmick","[""firstly it appears from what's been shared that the commuters were really listened to "", ""it's always good when people are actually using the service are consulted "", ""it seemed a very intensive set of what are the issues we're dealing with""]",49,3,16.333333333333332,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,Fiona Bruce,Fiona Bruce,Harriet Green,2,1,1,1,2
830,21394_1,will this deal be a good thing,Pure Questioning,,"[""let's wait and see what this deal looks like "", 'It will absolutely be one that protects our high quality farming, our animal husbandry ', 'That is not for negotiation ', ""let's wait and see what the deal looks like""]",41,4,10.25,0.0,0.0,0.75,0.0,0.0,Fiona Bruce,,Nadhim Zahawi,0,1,1,0,2
831,21396_1,You mean in the days of British Rail,Pure Questioning,nationalisation of trains isn't all it's cracked up to be,"['British Rail. ', 'we properly fund this new facility so that as end consumers we get the best deal possible']",26,2,13.0,0.5,0.5,0.5,0.5,0.0,Fiona Bruce,Richard Walker,Richard Walker,1,1,1,2,2
832,21397_1,Is that going to be a better system,Pure Questioning,in Scotland the Scottish government is going to take over ticketing and timetabling and Great British Rail is going to take over the infrastructure,"[""I can't speak specifically to a Scottish versus English question "", ""but I think the point I'd like to make is climate change is a huge problem "", 'and one of the only slightly positive things out of COVID has been reduction in air traffic ', 'which we know contributes to that ', ""and I don't understand why it's so much cheaper and simpler to fly across the country than it is to take trains "", ""So if the government's serious about climate change and about cutting down emissions "", 'one of the simplest ways to subsidise ', ""because it's so expensive, it's much cheaper to fly than to take a train "", ""I just don't understand that right now "", 'because people will take trains but you have to make it easy and simple and cheap']",140,10,14.0,0.3,0.0,0.4,0.2,0.0,Fiona Bruce,Fiona Bruce,Devi Sridhar,2,1,1,1,2
833,21399_1,what's your view and that of other farmers that you're talking to,Pure Questioning,not a beef and lamb farmer,"['I spoke to some sheep farmers today to do some research on it ', 'they were saying that really Australia are going to export to China ', ""There's not a huge amount of product that actually hits our shore at the moment "", ""They're not hitting their quotas that are actually available to them "", 'the SNP have kind of stirred it up with the crofter debate and saying it was going to put other farms out of business ', 'a crofter is not competing on the mass market supermarket shelf']",106,6,17.666666666666668,0.3333333333333333,0.0,0.1666666666666666,0.0,0.1666666666666666,Fiona Bruce,Fiona Bruce,Martin Unknown,2,1,1,1,3
834,21400_1,How are you going to make Collette trust you,Pure Questioning,,"['the early evidence is that the vaccines work on the Indian variant ', 'the JCV or the joint committee on vaccination and immunisation bringing forward the second dose to eight week interval is making a difference ', 'We are serge vaccinating in areas like Bolton and Blackburn and Darwin ', ""We're also surge testing in those areas "", 'the thing to do is to make sure we continue to vaccinate at pace ', 'as Johnathan Van-Tam, the Deputy Chief Medical Officer, has said, this is a race between the vaccine and of course the test, trace and isolate, and the virus']",113,6,18.83333333333333,0.1666666666666666,0.3333333333333333,0.5,0.5,0.0,Fiona Bruce,,Nadhim Zahawi,0,1,1,0,2
835,21403_1,one Conservative government putting right something that was done wrong by a previous Conservative government under John Major,Assertive Questioning,,"['no ', ""Grant is saying is we've got to learn and improve "", ""look at, say, Transport for London, TFL, you've got the Underground "", ""you've got the over ground run by a different company "", ""you've got Docklands is a private company""]",49,5,9.8,0.2,0.0,0.2,0.0,0.2,Fiona Bruce,,Nadhim Zahawi,0,1,1,0,2
836,21403_2,You mean flexible season tickets,Pure Questioning,21 June there'll be flexible travel which will hopefully save consumers money,"['Absolutely ', 'that is a real strength of being able to, as Harriet said, listen to the commuters ', 'listen to people who are using railways ', 'come up with what I think is a better system that keeps the innovation ', 'integrates it and delivers a better service ', 'a better outcome for all of us that are using the railways']",62,6,10.333333333333334,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,Fiona Bruce,Nadhim Zahawi,Nadhim Zahawi,1,1,1,2,2
837,21406_1,is it a good deal,Pure Questioning,,"[""I don't think we know enough about the actual detail of this deal "", 'we are no longer in the same position we were in the largest single market in the world in Europe ', 'there is a requirement for government to be out negotiating trade deals ', 'We already do close to 40 billion a year with Australia ', ""we're their fifth largest trading partner "", 'other deals will need to be sought ', 'not necessarily for beef ', 'I spoke this morning to Australian colleagues ', 'asked about this ', ""they said, we haven't heard anything about this deal, no one here is talking about it""]",119,10,11.9,0.3,0.1,0.7,0.3,0.1,Fiona Bruce,,Harriet Green,0,1,1,0,2
838,21406_2,Is it sensible,Pure Questioning,is it a good deal,"[""I don't think we know enough about the actual detail of this deal "", 'we are no longer in the same position we were in the largest single market in the world in Europe ', 'there is a requirement for government to be out negotiating trade deals ', 'We already do close to 40 billion a year with Australia ', ""we're their fifth largest trading partner "", 'other deals will need to be sought ', 'not necessarily for beef ', 'I spoke this morning to Australian colleagues ', 'asked about this ', ""they said, we haven't heard anything about this deal, no one here is talking about it""]",119,10,11.9,0.3,0.1,0.7,0.3,0.1,Fiona Bruce,Fiona Bruce,Harriet Green,2,1,1,1,2
839,21406_3,is it sustainable,Pure Questioning,Is it sensible,"[""I don't think we know enough about the actual detail of this deal "", 'we are no longer in the same position we were in the largest single market in the world in Europe ', 'there is a requirement for government to be out negotiating trade deals ', 'We already do close to 40 billion a year with Australia ', ""we're their fifth largest trading partner "", 'other deals will need to be sought ', 'not necessarily for beef ', 'I spoke this morning to Australian colleagues ', 'asked about this ', ""they said, we haven't heard anything about this deal, no one here is talking about it""]",119,10,11.9,0.3,0.1,0.7,0.3,0.1,Fiona Bruce,Fiona Bruce,Harriet Green,2,1,1,1,2
840,21406_4,could it offer a template for future deals,Pure Questioning,is it sustainable,"[""I don't think we know enough about the actual detail of this deal "", 'we are no longer in the same position we were in the largest single market in the world in Europe ', 'there is a requirement for government to be out negotiating trade deals ', 'We already do close to 40 billion a year with Australia ', ""we're their fifth largest trading partner "", 'other deals will need to be sought ', 'not necessarily for beef ', 'I spoke this morning to Australian colleagues ', 'asked about this ', ""they said, we haven't heard anything about this deal, no one here is talking about it""]",119,10,11.9,0.3,0.1,0.7,0.3,0.1,Fiona Bruce,Fiona Bruce,Harriet Green,2,1,1,1,2
841,21406_5,"the question I asked was, what will you be getting from us",Pure Questioning,they've been on the airwaves in the UK from Australia,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Harriet Green,Fiona Bruce,,1,0,2,1,0
842,21406_6,what will you be getting from us,Pure Questioning,we're supposedly getting your beef,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Harriet Green,Harriet Green,,2,0,2,2,0
843,21408_1,is this Australia trade deal a good deal for Britain,Pure Questioning,,"['it depends on its terms ', ""I'm certainly in favour of completing a trade deal with Australia "", 'it has to contain a level playing field for our famers ', 'for example, hill farmers in my native Wales ', ""it's going to be more difficult for them to compete with farmers in Australia on climate, for example, on space, on animal welfare standards and environmental standards which are higher here in the United Kingdom "", 'that has to be taken into account in putting this deal together ', ""I'd expect the Australian government to stand up for its agricultural interests "", 'Our government must do the same and not sell out our farmers']",121,8,15.125,0.125,0.125,0.25,0.375,0.0,Fiona Bruce,,Nick Thomas-Symonds,0,1,1,0,2
844,21412_1,"What can the UK actually be doing meaningfully to try and bring together some kind of understanding in the Middle East, in Israel and Palestine particularly",Pure Questioning,There was the Oslo channel many years previously,"['the UK does have diplomatic weight around the world that it can use ', ""the scenes we've seen over recent days have been awful and distressing "", 'seeing the consequences of the Hamas rockets that have been fired into Israel ', 'the consequence of the Israeli air strikes in Gaza ', 'the schools, the hospitals, hundreds of civilians dead and so many children ', 'has been truly terrible']",68,6,11.333333333333334,0.1666666666666666,0.1666666666666666,0.5,0.1666666666666666,0.0,Fiona Bruce,Fiona Bruce,Nick Thomas-Symonds,2,1,1,1,2
845,21414_1,why is that,Rhetorical Questioning,A lot of people weren't in the best physical condition because of unhealthy diet,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Devi Sridhar,Devi Sridhar,,2,0,2,2,0
846,21415_1,"Should the UK and the international community be doing more to help Israel and Palestine find a meaningful, long lasting resolution",Pure Questioning,,"['A ceasefire has been declared ', 'there has been progress of a sort after days of shelling and violence ', 'Nadhim, should the UK be doing more to help find a long lasting solution ', 'who knows how long this particular ceasefire will last']",43,4,10.75,0.0,0.0,0.75,0.25,0.0,Will Unknown,,Fiona Bruce,0,1,3,0,1
847,21415_2,"Nadhim, should the UK be doing more to help find a long lasting solution",Pure Questioning,there has been progress of a sort after days of shelling and violence,"['The simple answer is yes ', 'we have been doing']",10,2,5.0,0.0,0.5,1.0,0.5,0.5,Fiona Bruce,Fiona Bruce,Nadhim Zahawi,2,1,1,1,2
848,21415_3,who knows how long this particular ceasefire will last,Rhetorical Questioning,"Nadhim, should the UK be doing more to help find a long lasting solution","['The simple answer is yes ', 'we have been doing']",10,2,5.0,0.0,0.5,1.0,0.5,0.5,Fiona Bruce,Fiona Bruce,Nadhim Zahawi,2,1,1,1,2
849,21415_4,Is there anything the UK can do with the international community to try and foster a situation where that can start again,Pure Questioning,there is no peace process at the moment,"['we continue to work with our allies to at least attempt to try to get to a sustainable two state solution ', 'That is where we need to land ', 'I think I it really is ', 'Israelis, innocent children having rockets fired at them from the terrorist group Hamas or, sadly, innocent lives lost in Gaza']",63,4,15.75,0.5,0.0,0.0,0.5,0.0,Fiona Bruce,Fiona Bruce,Nadhim Zahawi,2,1,1,1,2
850,21416_1,Do we actually know what the two sides want here,Pure Questioning,I agree with Charlie there,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Richard Unknown,Richard Unknown,,2,0,3,3,0
851,21417_1,Who knows how fragile that is,Rhetorical Questioning,We now have a ceasefire,['Yes'],1,1,1.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,Harriet Green,2,1,1,1,2
852,21425_1,Are the government waiting for Marcus Rashford to step in before they sort the rest of the funding out,Pure Questioning,The government is committed to 1.4 billion for the schools catchup,"['Kevin Collins was hired by the prime minister ', 'he would have known the direction of travel ', 'When he came back with the report ', 'which was very, very obvious what it was going to report for quite a long time leading up to it ', ""it's very in line with what all the other countries similar to Britain and our committees are calling for""]",64,5,12.8,0.0,0.0,0.0,0.4,0.0,AudienceMember 20210610QT01,AudienceMember 20210610QT01,Peter Kyle,2,1,3,3,2
853,21427_1,How on Earth do you expect students to catch up with £50 over two years,Assertive Questioning,You're spending 50 per child,"['The extra money is for the additional hours if we go beyond the school day ', 'we need to see the evidence as to whether that will improve life chances ', 'it may well do']",40,3,13.333333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,Peter Kyle,Peter Kyle,Lucy Frazer,2,1,2,2,2
854,21428_1,It is not standing behind its own education recovery tzar it is,Assertive Questioning,He is absolutely right that the government stands behind them and supports them,"['What that money is going towards is one-to-one tuition ', '100 million hours of one to one tuition which the evidence says will really ensure that they catch up, is going to support teachers ', 'the evidence says will really ensure that they catch up ', 'Those are all things that Kevin Collins set out and said we ought to do']",59,4,14.75,0.0,0.0,0.0,0.25,0.0,Fiona Bruce,Lucy Frazer,Lucy Frazer,1,1,1,2,2
855,21429_1,"Heather, what do you think of those who say it would be lovely to spend 15 billion on education but there are going to be so many demands on the public purse?",Pure Questioning,What we need is more people that make a difference,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Heather McGregor,,1,0,1,2,0
856,21431_1,What does that say about Britain right now,Pure Questioning,they could get into school and do some activity over the weekend and use the facilities that they have,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Peter Kyle,Peter Kyle,,2,0,2,2,0
857,21431_2,what is it for,Rhetorical Questioning,levelling up is not about investing our people,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Peter Kyle,Peter Kyle,,2,0,2,2,0
858,21433_1,Do you think it is looking like that right now,Pure Questioning,Boris Johnson said education was his biggest priority,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Fiona Bruce,,2,0,1,1,0
859,21436_1,it Boris Johnson spend £50 on his apartment,Rhetorical Questioning,You're not taking it onboard,"['what was asked for was a lot more than extra hours of teaching ', 'One of the things that Kevin Collins asked for was 100 extra hours of teaching a year for sixth formers ', 'more funding for disadvantaged sixth formers ', 'We in universities, and I sit here running a business in a University, are dealing with people coming inadequately prepared for coming to uni ', 'I sit here running a business in a University ', 'in some cases not going to university at all']",74,6,12.333333333333334,0.1666666666666666,0.0,0.5,0.3333333333333333,0.0,Fiona Bruce,Fiona Bruce,Heather McGregor,2,1,1,1,2
860,21439_1,are the government waiting for Marcus Rashford to step in before sorting it out,Pure Questioning,sort it,"['The Government have said clearly they are waiting to review the evidence ', ""That's what they should do "", ""we shouldn't make policy "", ""it's not evidence-based "", 'it is absolutely right we review the evidence ', 'we see what works ', 'The spending review ', 'It is unusual to announce funding outside of a funding review ', 'What the Government has done is announced 1.4 billion outside']",64,9,7.111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,Fiona Bruce,AudienceMember 20210610QT03,Lucy Frazer,1,1,1,3,2
861,21439_2,Is this a sort of policy where we are going to see a U-turn from the government,Pure Questioning,are the government waiting for Marcus Rashford to step in before sorting it out,"['The Government have said clearly they are waiting to review the evidence ', ""That's what they should do "", ""we shouldn't make policy "", ""it's not evidence-based "", 'it is absolutely right we review the evidence ', 'we see what works ', 'The spending review ', 'It is unusual to announce funding outside of a funding review ', 'What the Government has done is announced 1.4 billion outside']",64,9,7.111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.0,Fiona Bruce,Fiona Bruce,Lucy Frazer,2,1,1,1,2
862,21442_1,To what point?,Rhetorical Questioning,"if we keep -- you know, the gentlemen on the panel wants to consider a model of suppressing the virus","['Can I just say about lockdown, if you look at the countries that have been most successful, the Asian states, they suppress the virus by proper public health control measures. ', 'They have death rates of China 3 per million ', 'Vietnam less than 1 per million ', ""We're at 1,900 per million deaths and we've had three lockdowns "", ""they've had none "", 'their economy is thriving ', 'If you think you can live with a dangerous virus like this  ', 'that will keep coming back and throwing variants at us which are more and more transmissible and more virtual ', 'we have another thing coming ', 'We should have invested ', 'we should have had a test, trace and isolate programme with properly supported isolation ', ""which we still don't have in this country "", 'We should have had that a year ago ', ""We're just playing the same game time and time again""]",145,14,10.357142857142858,0.0,0.0,0.2142857142857142,0.4285714285714285,0.0714285714285714,Shaun Unknown,Shaun Unknown,Anthony Costello,2,1,3,3,2
863,21444_1,Do we not think this generation has been failed enough,Rhetorical Questioning,I'm quite shocked at what I'm hearing,"['the extra funding is for tutoring the children who need it the most ', 'what about in those schools and areas where the children who need it the most are the majority of the children ', 'How are the teachers supposed to choose which of their students they support ', 'which they leave to fend tore themselves ', ""There isn't enough money to support everybody""]",65,5,13.0,0.0,0.0,0.2,0.2,0.0,Colette Unknown,Colette Unknown,Fatima Unknown,2,1,3,3,3
864,21444_2,what about in those schools and areas where the children who need it the most are the majority of the children,Pure Questioning,the extra funding is for tutoring the children who need it the most,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fatima Unknown,Fatima Unknown,,2,0,3,3,0
865,21444_3,How are the teachers supposed to choose which of their students they support,Pure Questioning,what about in those schools and areas where the children who need it the most are the majority of the children,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fatima Unknown,Fatima Unknown,,2,0,3,3,0
866,21444_4,which they leave to fend tore themselves,Pure Questioning,How are the teachers supposed to choose which of their students they support,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fatima Unknown,Fatima Unknown,,2,0,3,3,0
867,21445_1,which scientific advice should the government take,Pure Questioning,there were no reported deaths on Tuesday,['there were 12 deaths today reported in the latest 24 hour period'],14,1,14.0,0.0,0.0,0.0,0.0,0.0,Audience Member,Audience Member,Audience Member,2,2,3,3,3
868,21446_1,What scientific advice should the government follow,Pure Questioning,,"['The scientific advice we should follow is the data ', ""That's what we're going to do "", ""We're going to look at the data on how the vaccinate programme is going "", 'what new variants we have in the country ', 'what is the hospitalisation number and the death rate']",49,5,9.8,0.0,0.2,1.0,0.0,0.0,Fiona Bruce,,Lucy Frazer,0,1,1,0,2
869,21446_2,What is it looking like for 21 June,Pure Questioning,what is the hospitalisation number and the death rate,"['At the moment it is looking good ', 'we are going to continue to make that assessment in the coming days and up to 14 June when a decision will be made']",31,2,15.5,0.0,0.5,0.5,0.0,0.5,Fiona Bruce,Lucy Frazer,Lucy Frazer,1,1,1,2,2
870,21446_3,"When it comes to Jenni's point about different scientists offering different points of view, as members of the public, what are we all supposed to make of it",Pure Questioning,we are going to continue to make that assessment in the coming days and up to 14 June when a decision will be made,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Lucy Frazer,,1,0,1,2,0
871,21449_1,"why are we not making some kind of plan to encourage people to conform to the guides, the rules, the regulations that are there?",Pure Questioning,that was about a million years ago,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Audience Member,Audience Member,,2,0,3,3,0
872,21454_1,"Peter, from a Labour perspective do you want 21 June delayed or do you want to press ahead with easing restrictions on that day",Pure Questioning,,"['It should be following the data ', 'not the date ', 'Anthony is right on that']",16,3,5.333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,Fiona Bruce,,Peter Kyle,0,1,1,0,2
873,21455_1,"as we see Naomi Osaka withdraw from the French Open, when will issues of mental health ever be seriously considered",Pure Questioning,"We need to have a balance, I think, between the economy and people's lives and, you know, what we can do with our freedoms","['the world No. 2, Naomi Osaka, she pulled out the French Open ', 'she decided she would no longer take part in post-match press matches ', 'She has been fined for that ', 'threatened with sanctions as well']",47,4,11.75,0.0,0.0,0.25,0.75,0.0,Audience Member,Audience Member,Fiona Bruce,2,1,3,3,1
874,21456_1,why put more at risk for the sake of potentially a few more weeks,Rhetorical Questioning,"130,000-odd dead already","['Anthony wants to have his cake and eat it ', 'On the one hand he is saying we should maintain a lockdown, then he says in the Far East they manage to continue to boom without a lockdown ', ""I'm as confused as Jenni "", 'the vaccination programme was going really, really well ', 'we were on top of this and getting better by the day ', ""we're told that, well, this is going to go on forever "", ""At some point we've really got to regain our lives "", 'we should have learned from what happened in Vietnam ', 'we should have been wearing face masks much earlier ', 'early in the lockdowns the scientists were poo-pooing masks saying this disease is transmitted by touch ', 'the advice just keeps changing ', 'I wish all these people would get together, work out, learn from what others have been doing ', ""We haven't done well but we haven't done as badly as some other countries "", ""Let's move forward, get the population vaccinated, get out of it and move forward with sensible ideas that will allow us to regain our lives""]",205,14,14.642857142857142,0.0,0.0,0.2142857142857142,0.3571428571428571,0.0,AUDIENCE MEMBER,AUDIENCE MEMBER,AudienceMember 20210610QT04,2,1,3,3,3
875,21456_2,Why should we put more people at risk,Rhetorical Questioning,We have a solution and its the vaccine,"['Anthony wants to have his cake and eat it ', 'On the one hand he is saying we should maintain a lockdown, then he says in the Far East they manage to continue to boom without a lockdown ', ""I'm as confused as Jenni "", 'the vaccination programme was going really, really well ', 'we were on top of this and getting better by the day ', ""we're told that, well, this is going to go on forever "", ""At some point we've really got to regain our lives "", 'we should have learned from what happened in Vietnam ', 'we should have been wearing face masks much earlier ', 'early in the lockdowns the scientists were poo-pooing masks saying this disease is transmitted by touch ', 'the advice just keeps changing ', 'I wish all these people would get together, work out, learn from what others have been doing ', ""We haven't done well but we haven't done as badly as some other countries "", ""Let's move forward, get the population vaccinated, get out of it and move forward with sensible ideas that will allow us to regain our lives""]",205,14,14.642857142857142,0.0,0.0,0.2142857142857142,0.3571428571428571,0.0,AUDIENCE MEMBER,AUDIENCE MEMBER,AudienceMember 20210610QT04,2,1,3,3,3
876,21459_1,We can't we do that in a sport with the resources that tennis has,Rhetorical Questioning,"the sport, like every other profession, can identify individual people based on individual discussions and informative exchanges to people who just need to quietly be let off the hook on one or two things","['when we make these life choices and sport is one of them, surely publicity and the press comes with the territory ', 'I feel very sorry for Naomi ', 'she should have anticipated that people would be interested in her story ', 'She would be interviewed ', 'she had had the opportunity on the day ', ""she would have had her on women's hour""]",71,6,11.833333333333334,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Peter Kyle,Peter Kyle,Tony Unknown,2,1,2,2,3
877,21460_1,Do you agree with shelter that no fault evictimisation should be band,Pure Questioning,There's going to be a huge turn in communities as pep are kicked out of their homes inment,"['Yes ', 'I do']",3,2,1.5,0.0,0.0,0.0,0.0,0.0,Fiona Bruce,Peter Kyle,Peter Kyle,1,1,1,2,2
878,21461_1,"Why would we drive people out of a sporting profession because they don't have the personality type, which is an alpha personality type",Rhetorical Questioning,I do not see why it's not possible for her sport and the people running her sport to make an individual decision about whether individual players can cope with being in the public eye or not,[''],0,0,0.0,0.0,0.0,0.0,0.0,0.0,Peter Kyle,Peter Kyle,,2,0,2,2,0
879,21463_1,Is now the time,Pure Questioning,,"[""There hasn't been a ban on evictions "", 'Evictions have been possible throughout the pandemic ', 'it is the length of notice period that has been given']",39,3,13.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,Fiona Bruce,,Heather McGregor,0,1,1,0,2
880,21464_1,Why have you lifted it now?,Pure Questioning,we didn't want anyone to be thrown out of their houses during this period,"['It is also important that landlords can take control where it is necessary to do so ', 'there will be a period of time, of course, where tenants will be able to settle themselves ', 'we are coming out of a lockdown ', ""There's been a large number of measures put in place "", 'hopefully we are at the end of that period ', 'we hopefully will be moving back on to normal life']",82,6,13.666666666666666,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,Fiona Bruce,Lucy Frazer,Lucy Frazer,1,1,1,2,2
